COUNTRY,CITY,ZONE,ZONE_TYPE,ZONE_PRIORITIZATION,METRIC,L8W_ROLL,L7W_ROLL,L6W_ROLL,L5W_ROLL,L4W_ROLL,L3W_ROLL,L2W_ROLL,L1W_ROLL,L0W_ROLL
CL,Santiago De Chile,Santiago_centro,Non Wealthy,High Priority,MLTV Top Verticals Adoption,0.1581947401,0.1583074174,0.1578270582,0.1581340197,0.1602092234,0.1601390973,0.1617554516,0.1626646067,0.158380842
CL,Santiago De Chile,Santiago_centro,Non Wealthy,High Priority,Turbo Adoption,0.1585653373,0.1573972739,0.1576662276,0.1556886228,0.1599961609,0.1590197872,0.1579282947,0.1361442611,0.1355375619
CL,Santiago De Chile,Santiago_centro,Non Wealthy,High Priority,Lead Penetration,0.3177728769,0.3185329214,0.3187874064,0.3178869441,0.316148822,0.3128052718,0.3125330328,0.3118104556,0.3104449299
MX,Tijuana,TIJ_El_Refugio,Non Wealthy,Prioritized,Perfect Orders,0.8740236796,0.8763064798,0.8785839002,0.8866292251,0.8886278863,0.8917865185,0.8927542079,0.8928076238,0.8898692025
AR,Salta,ALVARADO_PULLAY,Non Wealthy,Not Prioritized,Perfect Orders,0.8747354942,0.9053084115,0.9184528963,0.9290694383,0.9161832739,0.9139056445,0.8546955438,0.8582779033,0.89192103
AR,Salta,ALVARADO_PULLAY,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.5041808181,0.5140848573,0.4907319369,0.4847378507,0.4642739863,0.4185484824,0.3748820856,0.3499904223,0.3543375266
MX,Tlaxcala,TLX Tlaxcala Centro,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.8924690607,0.885350007,0.8840411841,0.8886070597,0.8876546286,0.8849633816,0.8783701229,0.8835772963,0.8713018312
MX,Tlaxcala,TLX Tlaxcala Centro,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.05433748945,0.0549550171,0.06152227007,0.06767504426,0.06745688943,0.07048079499,0.07070993862,0.06761191105,0.06645768746
MX,Valle De Chalco,Valle_de_Chalco,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.7616093365,0.7632308613,0.7696778617,0.7691173063,0.7793214326,0.7889877827,0.7707817266,0.7646528219,0.7549957866
MX,Guadalajara,Zapopan,Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.9725055792,0.9732060354,0.9728044392,0.9740213755,0.9755201167,0.9757643256,0.9748699154,0.9758354992,0.9762745856
MX,Guadalajara,Zapopan,Wealthy,Prioritized,Non-Pro PTC > OP,0.7866002836,0.7803931764,0.7715644702,0.7649421942,0.7621023586,0.7570596764,0.7540393047,0.7516654875,0.7604050069
MX,Guadalajara,Zapopan,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.2164243053,0.2172269606,0.2187189171,0.2198531133,0.2200428583,0.2198464258,0.2201860961,0.2203888843,0.215681187
AR,Buenos Aires,MASCHWITZ,Non Wealthy,Prioritized,Lead Penetration,0.03635917282,0.03390086559,0.0326678099,0.04407548973,0.05995624206,0.07111529333,0.08632151694,0.09884351301,0.108477962
CL,Santiago De Chile,Santiago_poniente,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.3549078119,0.4142107102,0.4669411039,0.4945048309,0.5024747475,0.5145875421,0.4578643579,0.4861087061,0.5193180893
CL,Santiago De Chile,Santiago_poniente,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.3270645047,0.3389790579,0.3860896895,0.4289040248,0.4859607843,0.5488205128,0.5642820513,0.6118269231,0.6817307692
MX,Tampico,Tam_Madero,Non Wealthy,Prioritized,Perfect Orders,0.9008821479,0.895805982,0.8981371814,0.9050570744,0.9041530875,0.9099331684,0.9169649912,0.9157987961,0.9138429085
MX,Tampico,Tam_Madero,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.116797928,0.1199989605,0.1221927507,0.1214132422,0.1213188141,0.1202143276,0.1181260262,0.1157640461,0.1104674575
MX,Tampico,Tam_Madero,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.247761194,0.2944606414,0.3040935673,0.3370473538,0.3520408163,0.322815534,0.3429256595,0.3261904762,0.3
MX,San Luis Potosi,SLP_penasco,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.902477527,0.9046065064,0.9041492034,0.8994304245,0.9005491478,0.9026827222,0.9040104583,0.9017317815,0.8994587873
MX,San Luis Potosi,SLP_penasco,Non Wealthy,Prioritized,Lead Penetration,0.07047122277,0.07355031159,0.07661527594,0.08239987743,0.08641930369,0.08768137368,0.08991658062,0.092862376,0.0960429887
MX,Moroleon,URO_Moroleón Centro,Non Wealthy,Not Prioritized,Lead Penetration,0.06931194597,0.06841142536,0.06796116505,0.06614255269,0.06477859342,0.06386928724,0.06341463415,0.06341463415,0.06341463415
MX,Los Cabos,LCS_Los_cabos,Wealthy,Not Prioritized,Non-Pro PTC > OP,0.7836473138,0.7753199535,0.7814591982,0.7725893716,0.74652337,0.7323063694,0.7179819155,0.7081158408,0.7171648425
BR,Maceio,AL - MCZ - Maceió,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.07602277872,0.06621502895,0.06418032681,0.06429974168,0.07161759779,0.07176774637,0.07720686495,0.08359820404,0.09069633511
MX,Orizaba,OZA Mirador,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1166307083,0.1150006487,0.1191518621,0.1254027174,0.129780234,0.1312025675,0.1274519051,0.1260822576,0.1244979973
CL,La Serena,Coquimbo,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.3990527502,0.4042077398,0.4121812553,0.4454429519,0.4656514744,0.4811165339,0.3950621528,0.382389641,0.3874337504
BR,Campinas,SP - CPS - Vila Boa Vista,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.2353217234,0.2574076918,0.2548835952,0.2681667583,0.271370924,0.2962083946,0.3294394055,0.3102502174,0.2870824176
BR,Campinas,SP - CPS - Vila Boa Vista,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.5984124332,0.6659239453,0.5816993464,0.6158119658,0.6791208791,0.8114774115,0.8179080179,0.6984126984,0.6181481481
BR,Campinas,SP - CPS - Vila Boa Vista,Non Wealthy,Not Prioritized,Lead Penetration,0.04411764706,0.04411764706,0.04411764706,0.03841088674,0.03413081651,0.03127743635,0.04109885356,0.04953493403,0.05515898767
BR,Mogi Das Cruzes,Centro - MOG,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0,0,0,0,0,0,0,0,0
AR,Resistencia,RESISTENCIA,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.6976565659,0.6968194072,0.6959876916,0.6730035358,0.6870253259,0.6994501995,0.6949948235,0.6621945629,0.6789569845
AR,Resistencia,RESISTENCIA,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.09611672921,0.09829340984,0.100298565,0.09744702718,0.1032165001,0.1059794075,0.1047133167,0.1022532064,0.0918317749
AR,Resistencia,RESISTENCIA,Non Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.09352517986,0.1388888889,0.1315789474,0.1856287425,0.1809045226,0.1603773585,0.1525423729,0.1457489879,0.1647058824
AR,Resistencia,RESISTENCIA,Non Wealthy,Not Prioritized,Lead Penetration,0.1011446751,0.1011465752,0.1025868599,0.1038219297,0.1040309251,0.1030020202,0.1019731153,0.1046315767,0.1093004961
BR,Fortaleza,ce_for_e_queiroz/cambeba/cid_dos_fun,Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.2533724485,0.2485598172,0.249845698,0.2470123177,0.2407714651,0.2367382637,0.2388669717,0.249676902,0.2534098161
CO,Bogota,Siberia,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.8185328778,0.8380907372,0.8523168245,0.8575534106,0.8355964487,0.8064072933,0.8153160399,0.7895910869,0.8077924778
CO,Bogota,Siberia,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.1674208145,0.1447963801,0.1469194313,0.1682692308,0.1455399061,0.1753554502,0.1441048035,0.1160714286,0.1450777202
MX,Zamora,ZMA Jacona,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5545056457,0.5507783243,0.544417033,0.5439850448,0.5622514266,0.5715428974,0.5735311513,0.5648812751,0.5590569192
MX,Zamora,ZMA Jacona,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.2548148148,0.2637037037,0.2523914643,0.2605421687,0.2688499619,0.2754303599,0.2805255023,0.2808112324,0.3146979261
MX,Zamora,ZMA Jacona,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.07243322576,0.06927615917,0.06672193736,0.06848847068,0.0744615146,0.07480246766,0.07271320806,0.07347592407,0.07368986444
CL,Santiago De Chile,las_condes_vitacura,Wealthy,Prioritized,Non-Pro PTC > OP,0.8200493503,0.8079546676,0.7908696148,0.7970043206,0.8044729932,0.8129184799,0.8123660027,0.8063037102,0.8102227652
CL,Santiago De Chile,las_condes_vitacura,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.5731329759,0.5773203649,0.5768109442,0.5749803127,0.5740418777,0.5790417334,0.583273965,0.5922575977,0.6194932664
CL,Santiago De Chile,las_condes_vitacura,Wealthy,Prioritized,Turbo Adoption,0.4566862554,0.4627309408,0.4576606122,0.4495032071,0.4336998168,0.4256639784,0.4203838063,0.4144717054,0.4146047592
MX,Ciudad De Mexico,Aragón-Ecatepec,Non Wealthy,High Priority,Non-Pro PTC > OP,0.6794516512,0.6736763372,0.6697281724,0.664718584,0.6572900904,0.6519850807,0.649964377,0.6473332664,0.6595553836
MX,Ciudad De Mexico,Aragón-Ecatepec,Non Wealthy,High Priority,% PRO Users Who Breakeven,0.2939455323,0.2926343729,0.3043768052,0.3161050238,0.3234946871,0.3346109621,0.3419896888,0.3472353274,0.3349523632
AR,Buenos Aires,Urquiza - Saavedra,Wealthy,Prioritized,Perfect Orders,0.9080489185,0.9083878904,0.9082723225,0.9099367326,0.907931234,0.9136853962,0.9099370454,0.9126419791,0.911365231
BR,Fortaleza,ce_for_messejana/jangurussu,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.7880376135,0.7546941923,0.7715876382,0.6206239413,0.4899115377,0.4068181818,0.4408055712,0.5143271222,0.4923941276
CL,Antofagasta,Antofagasta Sur,Wealthy,Prioritized,% PRO Users Who Breakeven,0.1953867028,0.2019099591,0.2138024357,0.2310810811,0.2294197031,0.2219251337,0.2105960265,0.2013245033,0.180156658
CL,Antofagasta,Antofagasta Sur,Wealthy,Prioritized,Lead Penetration,0.2958393113,0.3005805099,0.3052892332,0.3099659474,0.31427012,0.3149325705,0.3136233086,0.3123140466,0.3100078868
CO,Bogota,Candelaria,Non Wealthy,High Priority,Non-Pro PTC > OP,0.843655359,0.8407035735,0.8374219566,0.8360739131,0.8338695105,0.8327487676,0.8259685384,0.8268216438,0.8240315101
CO,Bogota,Candelaria,Non Wealthy,High Priority,Pro Adoption (Last Week Status),0.2454136691,0.2441249777,0.2422605717,0.2361543787,0.2308846863,0.2316713068,0.2318460192,0.2354225263,0.2578660989
PE,Lima,Chorrillos,Non Wealthy,High Priority,Perfect Orders,0.9018279215,0.8897604063,0.8944676881,0.9022696931,0.9069026219,0.9129743267,0.9130177575,0.9136937142,0.909867884
PE,Lima,Chorrillos,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.9255655879,0.92847002,0.9307744588,0.9289385147,0.9289690047,0.9286845722,0.9293620299,0.929932492,0.9327353164
MX,Tlaxcala,TLX Altiplano,Non Wealthy,Not Prioritized,Lead Penetration,0.0101010101,0.0101010101,0.01406060606,0.01703030303,0.01901010101,0.02,0.01604040404,0.01703030303,0.01802020202
MX,Aguascalientes,AGS_Pocitos,Wealthy,Prioritized,Non-Pro PTC > OP,0.7503714815,0.7437539876,0.728156122,0.7303194217,0.7339719051,0.7393918456,0.7395890505,0.7222834104,0.7217653715
MX,Aguascalientes,AGS_Pocitos,Wealthy,Prioritized,Restaurants SST > SS CVR,0.8732370449,0.8733001441,0.8798337752,0.8746554899,0.8734567803,0.8726221506,0.8750252792,0.8796608493,0.8821167665
MX,Aguascalientes,AGS_Pocitos,Wealthy,Prioritized,Pro Adoption (Last Week Status),0.3758668516,0.3785310734,0.3725950258,0.3786181139,0.3807728558,0.3728173667,0.3650503202,0.367180417,0.382585752
MX,Aguascalientes,AGS_Pocitos,Wealthy,Prioritized,Restaurants Markdowns / GMV,0.0997124279,0.09903957047,0.09840255998,0.09861086351,0.09575073221,0.0983162767,0.1043131412,0.101324804,0.1004980661
AR,Buenos Aires,San Miguel,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.5892284105,0.5191328984,0.5071191408,0.5026436731,0.5295696824,0.5523361323,0.5672299321,0.5843467457,0.5898538208
AR,Buenos Aires,San Miguel,Non Wealthy,Prioritized,MLTV Top Verticals Adoption,0.1411001459,0.1405804169,0.1377342588,0.1319313813,0.1299831398,0.1286827191,0.134238101,0.1367185624,0.1328559388
AR,Rosario,Belgrano,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.2638146168,0.2710120069,0.264604811,0.2698145025,0.2638655462,0.2631578947,0.273476112,0.2871452421,0.274796748
MX,Ciudad De Mexico,Roma-Polanco,Wealthy,Prioritized,Restaurants SST > SS CVR,0.9176592909,0.9224066477,0.9235899927,0.9227622833,0.9204948427,0.9209224929,0.9196334944,0.9202490315,0.9216015832
CR,San Jose,Urbanizacion La Paz,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.6323593074,0.6441468254,0.7222222222,0.7221590909,0.7473484848,0.6937878788,0.6427272727,0.775,0.64
PE,Lima,Pumacahua,Non Wealthy,Prioritized,Lead Penetration,0.0954652648,0.09403257675,0.09312318187,0.09129613778,0.09064614202,0.09064651957,0.0942785966,0.09764647384,0.09984699993
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,Perfect Orders,0.7469032596,0.7224446324,0.7460945407,0.7872725143,0.784422168,0.7749862481,0.8147341985,0.8229072397,0.826396611
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.4024772594,0.3461107045,0.2947921149,0.2431832535,0.2099523876,0.1907851486,0.1594106463,0.1760151192,0.20051107
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.3933024596,0.3912196937,0.3602800811,0.3824509804,0.3914418575,0.3996415833,0.4075493517,0.3894295936,0.3658450421
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.2100541463,0.201975968,0.1970772726,0.1930447453,0.1928731563,0.2012014258,0.2211416379,0.2373558557,0.2485762937
BR,Recife,PE - JbG - Prazeres,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.3125,0.3451327434,0.2631578947,0.256,0.2692307692,0.2857142857,0.2845528455,0.264,0.2761904762
EC,Cuenca,Monay,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.8776881343,0.8782532206,0.8794741959,0.8806300906,0.8845066228,0.853739197,0.8481038851,0.8393849256,0.8483302286
EC,Cuenca,Monay,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.6485848458,0.6245197622,0.6415217196,0.6358701642,0.6483149123,0.6464670038,0.6780068504,0.6728837948,0.6706577398
EC,Cuenca,Monay,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.9020538579,0.9142360657,0.9283931941,0.9355070792,0.9352253464,0.9253610778,0.9147903161,0.9121212933,0.9127563585
BR,Vitoria,Vitoria FS,Non Wealthy,Not Prioritized,Lead Penetration,0.07752396455,0.07464912281,0.07368421053,0.07368421053,0.07368421053,0.06974244121,0.06275957567,0.05365471511,0.0475704495
BR,Belo Horizonte,Ouro_preto/Dona_clara,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.2169267333,0.2833215766,0.357745731,0.3765761216,0.3797926456,0.4019271532,0.4263237392,0.4612536773,0.4902863301
BR,Belo Horizonte,Ouro_preto/Dona_clara,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.7511830623,0.7549763807,0.7654339598,0.7543921385,0.7539403891,0.7381656868,0.720174199,0.7130840372,0.7260609697
BR,Belo Horizonte,Ouro_preto/Dona_clara,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.4159820762,0.411476557,0.4064022269,0.3968363136,0.40625,0.4208273894,0.4287759485,0.423929099,0.4502057613
AR,Buenos Aires,Monte Grande,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.3956521739,0.3875134553,0.3907922912,0.3899033298,0.3792746114,0.3865628043,0.3809980806,0.3923809524,0.398156682
CO,Cucuta,Villa del Rosario,Non Wealthy,Not Prioritized,Perfect Orders,0.8721316381,0.8598929853,0.8649355897,0.8766523367,0.8783056786,0.8769669635,0.8862438539,0.8952945047,0.896717065
CO,Cucuta,Villa del Rosario,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.2115509553,0.2069581537,0.1994123724,0.1906074553,0.1797240562,0.1699572486,0.1656996515,0.1656854656,0.1665178932
CO,Cucuta,Villa del Rosario,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.2729498164,0.2610778443,0.2610169492,0.2396514161,0.2252066116,0.217693837,0.2352941176,0.2507232401,0.2730337079
MX,Cancun,Cun Alfredo bonfil,Wealthy,Prioritized,Restaurants SST > SS CVR,0.885935574,0.8933935642,0.8927998497,0.8921319274,0.8911933507,0.893374218,0.8904891942,0.888593283,0.8791195274
AR,Buenos Aires,Bs As Sur Adrogue,Wealthy,High Priority,Perfect Orders,0.9039797152,0.9058013636,0.9072049232,0.9103268202,0.9058659664,0.908037257,0.9101113378,0.9104523454,0.9063595822
CO,Santa Marta,Centro,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.269982238,0.2683052773,0.2660226446,0.2653526971,0.2655228758,0.2616476705,0.2588515323,0.2557145697,0.2785562157
BR,Belem,PA - BEL - Belém,Non Wealthy,Not Prioritized,Pro Adoption (Last Week Status),0.2290748899,0.1769230769,0.174904943,0.1730103806,0.1835443038,0.2068965517,0.2357414449,0.2614107884,0.2692307692
BR,Belem,PA - BEL - Belém,Non Wealthy,Not Prioritized,Restaurants Markdowns / GMV,0.1446484539,0.1906062504,0.1972576012,0.2159547072,0.1984124756,0.1875444701,0.1956305595,0.1747657904,0.1677139201
PE,Chiclayo,Centro Chiclayo,Non Wealthy,Prioritized,Perfect Orders,0.9161897517,0.9099814317,0.9114896524,0.9142846217,0.9207895839,0.9253198492,0.927985671,0.929564339,0.9287124275
EC,Cuenca,Centro de cuenca,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.4612575296,0.4717956161,0.4746541641,0.472187319,0.4885035022,0.5136214939,0.5377062358,0.5064341873,0.4819326018
CL,Concepcion,Trebol Marina,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.1225296443,0.12890625,0.1365461847,0.1349206349,0.1520912548,0.1488549618,0.1438596491,0.1839464883,0.1708860759
BR,Rio De Janeiro,Flamengo,Wealthy,Prioritized,Perfect Orders,0.8755537242,0.8786641469,0.8766807503,0.8730129366,0.8737229094,0.8799463016,0.8748008831,0.8778043902,0.8697246385
BR,Rio De Janeiro,Flamengo,Wealthy,Prioritized,% PRO Users Who Breakeven,0.3035331906,0.3079807177,0.3071965628,0.3037433155,0.3056155508,0.2985397512,0.2987082885,0.2926304465,0.2890080429
BR,Rio De Janeiro,Jardim Oceanico,Wealthy,Prioritized,Lead Penetration,0.148567888,0.1471267151,0.1465479073,0.1462585034,0.1439194856,0.1409836566,0.1401095391,0.1362509482,0.1326631519
CO,Florencia,Florencia,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.6406726223,0.6340767149,0.6160947254,0.6027039584,0.6046072515,0.5852215011,0.5809670464,0.5880759296,0.5977542045
MX,Mexicali,MXL_NuevoMexicali,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.7127729456,0.7090291437,0.7227727017,0.7142952314,0.7151026249,0.7192615249,0.6948821615,0.6945574204,0.6894154646
MX,Mexicali,MXL_NuevoMexicali,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.857358583,0.8623932073,0.8613865152,0.8562970179,0.8643012992,0.870272969,0.8656419792,0.8629113082,0.8647710493
EC,Guayaquil,Portete,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1881627144,0.1880429558,0.1821185154,0.1760472809,0.1748954159,0.1717199524,0.1702855174,0.1708226087,0.1690729577
CL,La Serena,La_Serena,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.8925879971,0.8843735115,0.8922027173,0.9035196114,0.9156112837,0.9235122537,0.9040058247,0.9010878346,0.9055610726
CL,La Serena,La_Serena,Non Wealthy,Prioritized,Restaurants Markdowns / GMV,0.1618509835,0.1706394775,0.1771335442,0.1886950649,0.1961753969,0.2099935976,0.2203222503,0.2270307447,0.2241045024
BR,Rio De Janeiro,Ipanema,Wealthy,High Priority,Lead Penetration,0.1103261582,0.109497784,0.1075013871,0.1039847084,0.1014721664,0.09876988583,0.09792651734,0.09707678615,0.09588343678
MX,Monterrey,San Nicolás,Wealthy,High Priority,% Restaurants Sessions With Optimal Assortment,0.9526733868,0.9481808375,0.9425231124,0.9522967441,0.9582992191,0.9571960607,0.9619204547,0.9669592131,0.9703036088
AR,Buenos Aires,Chacabuco - La Boca,Non Wealthy,Prioritized,Restaurants SS > ATC CVR,0.5909703934,0.5851454926,0.5749648286,0.5528481199,0.5466919181,0.5452441185,0.5501852839,0.5579940095,0.5610488184
MX,Ciudad De Mexico,Centro-Histórico,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.712899646,0.7086408182,0.7010202173,0.7026770902,0.6981637642,0.6920685377,0.6822772513,0.6764089371,0.6871356961
CO,Cali,TERRON COLORADO,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.7878226601,0.8114586466,0.875112782,0.8202621939,0.8348243437,0.8371169083,0.8405768348,0.8744443352,0.9011752557
BR,Natal,RN - NAT - Parnamirim/Centro,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.2911143344,0.2785740668,0.2696650607,0.2624587583,0.2555938691,0.2680664341,0.2669448391,0.2688682292,0.2550777667
BR,Natal,RN - NAT - Parnamirim/Centro,Non Wealthy,Not Prioritized,Lead Penetration,0.02363719814,0.02397260274,0.02397260274,0.02397260274,0.02397260274,0.02530506335,0.02630440881,0.02697063911,0.02730375427
BR,Grande São Paulo,SP - GRU - Centro,Non Wealthy,Not Prioritized,% Restaurants Sessions With Optimal Assortment,0.3968356403,0.5395394298,0.6323318837,0.6369008644,0.5784092624,0.5768860723,0.5750640744,0.5627441004,0.5560265246
EC,Quito,Mitad del Mundo,Non Wealthy,Prioritized,% PRO Users Who Breakeven,0.1666666667,0.1538461538,0.2,0.1666666667,0.125,0.1333333333,0.1333333333,0.2307692308,0.2307692308
BR,Brasilia,DF - BSB - Guará,Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.4294076876,0.4093671109,0.364196472,0.3382165845,0.3493023595,0.3785427648,0.3460684742,0.363037064,0.4019658802
BR,Brasilia,DF - BSB - Guará,Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1926072463,0.2101792559,0.2267998157,0.2355835045,0.2342864768,0.2162682568,0.1880798149,0.2089930196,0.2220652775
BR,Brasilia,DF - BSB - Guará,Wealthy,Not Prioritized,% PRO Users Who Breakeven,0.2105263158,0.2068965517,0.2295081967,0.2131147541,0.1746031746,0.231884058,0.223880597,0.1739130435,0.1971830986
MX,Tlaxcala,TXL San José,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.6733333333,0.78,0.4866666667,0.2933333333,0.5,0.7,0.5,0.3,0.5
BR,Recife,PE - REC - Areia/Ibura/Jordão,Non Wealthy,Not Prioritized,Restaurants SST > SS CVR,0.9172622076,0.9239175153,0.9188351191,0.9291032412,0.9127486762,0.9140545294,0.9057149928,0.899411947,0.9023204296
CR,San Jose,Santa Barbara,Non Wealthy,Not Prioritized,MLTV Top Verticals Adoption,0.1074736048,0.1060294118,0.1213101604,0.1045757576,0.0977012987,0.1026522367,0.07856277056,0.06643502696,0.03599149389
CO,Palmira,Palmira oriente,Non Wealthy,Not Prioritized,Lead Penetration,0.1855725504,0.1882729263,0.1882801454,0.1879242693,0.187926658,0.189362212,0.1900827687,0.1911584407,0.192407329
CO,Tunja,Tunja,Non Wealthy,Not Prioritized,Restaurants SS > ATC CVR,0.5884032027,0.5826160625,0.5853564859,0.5844066658,0.5896505915,0.6024624207,0.6026363601,0.5967822081,0.5848477437
CO,Tunja,Tunja,Non Wealthy,Not Prioritized,Turbo Adoption,0.1582608696,0.1517857143,0.1380530973,0.1582491582,0.1537132988,0.1497584541,0.1713836478,0.1769480519,0.1483180428
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Non Wealthy,Prioritized,Restaurants SST > SS CVR,0.8097038223,0.7979937325,0.8015791219,0.8018149321,0.8006284955,0.8124953417,0.8140999648,0.7842749973,0.7453076438
BR,Campinas,SP - VCP - Barão Geraldo/Alphaville,Non Wealthy,Prioritized,Pro Adoption (Last Week Status),0.4046822742,0.3846153846,0.3907692308,0.3696969697,0.3773006135,0.4092307692,0.4222222222,0.4220183486,0.4244604317
CO,Medellin,Laureles_belén,Non Wealthy,High Priority,Restaurants SST > SS CVR,0.9199496416,0.922646435,0.9228583151,0.9190599902,0.9148039565,0.9194193637,0.9212064896,0.9250726066,0.9253464449
BR,Belo Horizonte,MG - BHZ - Extremo Leste,Non Wealthy,Prioritized,Non-Pro PTC > OP,0.6507425562,0.6561439582,0.6496927865,0.6585212439,0.6582305941,0.6375544496,0.6386503283,0.646042758,0.6543030552
MX,Tijuana,TIJ_Hipodromo,Wealthy,High Priority,Restaurants SS > ATC CVR,0.602587492,0.6041700366,0.607622915,0.603192912,0.6117107928,0.6031594459,0.595408805,0.5960255236,0.5891209918
EC,Cuenca,El Vecino,Non Wealthy,Prioritized,% Restaurants Sessions With Optimal Assortment,0.889873198,0.8896388116,0.8832735518,0.8946611855,0.9029741628,0.8976321188,0.9057426332,0.9018254863,0.9008996883
CO,Cartagena,Centro Historico,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.6404646852,0.6153226848,0.6068111369,0.6019669261,0.5935559339,0.6003182693,0.5923126911,0.5897232156,0.5798568961
CO,Cartagena,Centro Historico,Wealthy,Prioritized,Lead Penetration,0.2245886551,0.2275246651,0.229316488,0.2273653913,0.2262315277,0.2254225012,0.2276875588,0.2304321137,0.2347406397
AR,Buenos Aires,Vicente Lopez - Olivos,Wealthy,Prioritized,Restaurants SST > SS CVR,0.9324584239,0.9315863521,0.9320077955,0.9334527622,0.9339941159,0.9349365287,0.9334115994,0.9324261013,0.9313255249
AR,Buenos Aires,Vicente Lopez - Olivos,Wealthy,Prioritized,Turbo Adoption,0.3923271559,0.393982906,0.4018959285,0.4011264929,0.3927627567,0.3640576398,0.3660479157,0.3575615475,0.3674224896
BR,Fortaleza,ce_for_aldeota/coco,Wealthy,Prioritized,Restaurants SS > ATC CVR,0.4509193283,0.4391289634,0.419141791,0.4116491886,0.4008405656,0.4143045542,0.4106690323,0.4058167317,0.391226594
BR,Fortaleza,ce_for_aldeota/coco,Wealthy,Prioritized,MLTV Top Verticals Adoption,0.4065033504,0.4048266852,0.4057575835,0.4017255907,0.3992190888,0.4021889991,0.4044919408,0.4063676435,0.3984077671
CL,Talca,Talca,Non Wealthy,Not Prioritized,Non-Pro PTC > OP,0.6156780959,0.5744851172,0.5513105892,0.5451241304,0.5221943485,0.556971892,0.5893585857,0.5605534936,0.5404990835
